Country Name,Country Code,Time,Time Code,Adjusted net national income (annual % growth) [NY.ADJ.NNTY.KD.ZG],Adjusted net national income (constant 2015 US$) [NY.ADJ.NNTY.KD],Adjusted net national income (current US$) [NY.ADJ.NNTY.CD],Current account balance (% of GDP) [BN.CAB.XOKA.GD.ZS],"Current account balance (BoP, current US$) [BN.CAB.XOKA.CD]",Exports of goods and services (% of GDP) [NE.EXP.GNFS.ZS],Exports of goods and services (annual % growth) [NE.EXP.GNFS.KD.ZG],Exports of goods and services (current US$) [NE.EXP.GNFS.CD],External balance on goods and services (constant LCU) [NE.RSB.GNFS.KN],"Foreign direct investment, net (BoP, current US$) [BN.KLT.DINV.CD]","Foreign direct investment, net inflows (% of GDP) [BX.KLT.DINV.WD.GD.ZS]","Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]","Foreign direct investment, net outflows (% of GDP) [BM.KLT.DINV.WD.GD.ZS]","Foreign direct investment, net outflows (BoP, current US$) [BM.KLT.DINV.CD.WD]",GDP (constant 2015 US$) [NY.GDP.MKTP.KD],GDP (constant LCU) [NY.GDP.MKTP.KN],GDP (current LCU) [NY.GDP.MKTP.CN],GDP (current US$) [NY.GDP.MKTP.CD],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD],GDP per capita (constant LCU) [NY.GDP.PCAP.KN],GDP per capita (current LCU) [NY.GDP.PCAP.CN],GDP per capita (current US$) [NY.GDP.PCAP.CD],GDP per capita growth (annual %) [NY.GDP.PCAP.KD.ZG],"GDP per capita, PPP (constant 2021 international $) [NY.GDP.PCAP.PP.KD]","GDP per capita, PPP (current international $) [NY.GDP.PCAP.PP.CD]","GDP, PPP (constant 2021 international $) [NY.GDP.MKTP.PP.KD]","GDP, PPP (current international $) [NY.GDP.MKTP.PP.CD]",GDP: linked series (current LCU) [NY.GDP.MKTP.CN.AD],General government final consumption expenditure (% of GDP) [NE.CON.GOVT.ZS],General government final consumption expenditure (annual % growth) [NE.CON.GOVT.KD.ZG],General government final consumption expenditure (current US$) [NE.CON.GOVT.CD],"Goods exports (BoP, current US$) [BX.GSR.MRCH.CD]","Goods imports (BoP, current US$) [BM.GSR.MRCH.CD]","Grants, excluding technical cooperation (BoP, current US$) [BX.GRT.EXTA.CD.WD]",Gross domestic savings (% of GDP) [NY.GDS.TOTL.ZS],Gross domestic savings (current LCU) [NY.GDS.TOTL.CN],Gross national expenditure (% of GDP) [NE.DAB.TOTL.ZS],Gross national expenditure deflator (base year varies by country) [NE.DAB.DEFL.ZS],Gross value added at basic prices (GVA) (constant 2015 US$) [NY.GDP.FCST.KD],Households and NPISHs final consumption expenditure (% of GDP) [NE.CON.PRVT.ZS],Households and NPISHs Final consumption expenditure (annual % growth) [NE.CON.PRVT.KD.ZG],Households and NPISHs final consumption expenditure: linked series (current LCU) [NE.CON.PRVT.CN.AD],Imports of goods and services (% of GDP) [NE.IMP.GNFS.ZS],Imports of goods and services (annual % growth) [NE.IMP.GNFS.KD.ZG],Imports of goods and services (current US$) [NE.IMP.GNFS.CD],Multilateral debt service (% of public and publicly guaranteed debt service) [DT.TDS.MLAT.PG.ZS],"Net financial flows, IBRD (NFL, current US$) [DT.NFL.MIBR.CD]","Net financial flows, IDA (NFL, current US$) [DT.NFL.MIDA.CD]","Net financial flows, IMF concessional (NFL, current US$) [DT.NFL.IMFC.CD]","Net financial flows, IMF nonconcessional (NFL, current US$) [DT.NFL.IMFN.CD]","Net financial flows, multilateral (NFL, current US$) [DT.NFL.MLAT.CD]",Net ODA received (% of central government expense) [DT.ODA.ODAT.XP.ZS],Net ODA received (% of GNI) [DT.ODA.ODAT.GN.ZS],Net official aid received (current US$) [DT.ODA.OATL.CD],Net official development assistance and official aid received (constant 2021 US$) [DT.ODA.ALLD.KD],"Net trade in goods (BoP, current US$) [BN.GSR.MRCH.CD]","Net trade in goods and services (BoP, current US$) [BN.GSR.GNFS.CD]","Portfolio investment, bonds (PPG + PNG) (NFL, current US$) [DT.NFL.BOND.CD]","Portfolio investment, net (BoP, current US$) [BN.KLT.PTXL.CD]","Service exports (BoP, current US$) [BX.GSR.NFSV.CD]","Service imports (BoP, current US$) [BM.GSR.NFSV.CD]",Taxes less subsidies on products (constant LCU) [NY.TAX.NIND.KN],"Travel services (% of service exports, BoP) [BX.GSR.TRVL.ZS]"
Brazil,BRA,2022,YR2022,..,..,..,-2.09456544,-40884324311,19.630765,5.742839876,3.83178E+11,54892986000,-41251769571,3.822196153,74606361830,1.70880594,33354592259,1.89951E+12,4.33384E+12,1.00797E+13,1.95192E+12,3.016694354,9032.084816,20607.28345,47928.52695,9281.333344,2.646315324,18554.04618,19876.85335,3.90203E+12,4.18023E+12,1.00797E+13,18.40221272,2.139180851,3.59197E+11,3.40201E+11,2.88679E+11,173500000,18.53368447,1.86814E+12,99.55453597,231.3766309,1.63419E+12,63.06410281,4.145420811,6.35666E+12,19.18530097,0.95149376,3.74482E+11,11.81575892,643305000,..,..,0,332528000,0.086601897,0.030403343,..,602469970.7,51521824602,11904130389,-4686881000,2919022467,40291245724,79908939938,6.57197E+11,12.29133071
Brazil,BRA,2023,YR2023,..,..,..,-1.000382833,-21744978074,18.11027942,1.023138809,3.93657E+11,66459713400,-39079031685,2.954793452,64227330466,1.156953403,25148298781,1.95475E+12,4.45989E+12,1.08561E+13,2.17367E+12,2.908480487,9258.053291,21122.84508,51416.47625,10294.86668,2.501841813,19018.23907,21107.2821,4.01552E+12,4.45661E+12,1.08561E+13,18.2188135,1.670339468,3.96016E+11,3.43819E+11,2.51544E+11,..,18.4525996,2.00323E+12,97.63338775,242.0177622,1.68371E+12,63.3285869,3.122176512,6.87502E+12,15.74366717,-1.190279289,3.42215E+11,14.66015903,-481725000,..,..,..,1135083000,..,..,..,..,92275436589,52175686567,5443079000,-7343841595,45396164821,85495914842,6.71098E+11,15.21564427
British Virgin Islands,VGB,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,43216848540,..,43216848540,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,2022,YR2022,..,..,..,..,..,..,..,..,..,..,..,42809379600,..,42809379600,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,2023,YR2023,..,..,..,..,..,..,..,..,..,..,..,44158493710,..,44158493710,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,2021,YR2021,-2.30768589,10204710852,10270331724,11.21029302,1570169313,80.16891086,8.417062753,11228855785,2695862994,-204749379.8,1.461817223,204749379.8,..,..,13215632370,19007756823,18822028196,14006496614,-1.590762481,29256.18329,42078.5326,41667.37476,31006.96362,-2.531238302,78248.79711,78248.79711,35346624879,35346624879,18822028196,22.467059,2.582739891,3146847858,11001133819,8321935371,..,52.68108437,9915648554,78.5914831,98.2575312,13466256784,24.85185663,5.550899001,4677623462,66.9542018,26.9880373,9377938009,..,..,..,..,..,..,..,..,..,..,2679198448,1982721410,..,-237144589.4,200378074.9,896855112.7,-359198020.8,1.030727034
Brunei Darussalam,BRN,2022,YR2022,..,..,..,19.56671367,3264028471,86.38935692,7.156028166,14411072058,2403123255,292416275.5,-1.752933709,-292416275.5,..,..,13000438060,18698247524,23003104767,16681536443,-1.62833154,28549.17553,41061.6587,50515.19592,36632.92804,-2.416609684,76357.8291,81801.74591,34771064638,37250061034,23003104767,20.12423823,6.859335026,3357032134,14129518561,8976821612,..,56.62049451,13024471671,69.23054856,101.758337,13246981477,23.25526726,8.330965715,5349433492,60.58460923,11.52510666,10106443668,..,..,..,..,..,..,..,..,..,..,5152696949,4304624977,..,455936783.2,281547176.7,1129619149,-353349086.1,4.885106496
Brunei Darussalam,BRN,2023,YR2023,..,..,..,12.85044757,1944053357,76.53483033,-2.235081423,11578413365,3036916453,50992640.19,-0.337068037,-50992640.19,..,..,13183363106,18961344642,20318507737,15128292981,1.407068323,28725.11566,41314.70957,44271.82048,32962.90651,0.61627044,76828.39983,85267.55305,35260317274,39133458205,20318507737,22.81804665,-2.424318958,3451980950,11238393532,7438797774,..,49.61833239,10081704706,79.94483789,100.6563714,13433375557,27.56362095,11.13869939,5600516456,60.02817343,-7.780877179,9081237948,..,..,..,..,..,..,..,..,..,..,3799595757,2497163501,..,-270851884.4,340010613.8,1642442870,-358320949.2,20.88095957
Bulgaria,BGR,2021,YR2021,8.348450514,52586214654,69565093348,-1.033583482,-872530000,61.82065731,11.57486278,52187732358,3985699000,-1344780000,2.766354745,2335300000,1.173340486,990510000,59718632534,1.3051E+11,1.39602E+11,84417951261,7.780614814,8682.882238,18975.67792,20297.64212,12274.0776,8.66244927,29278.79498,29278.79498,2.01372E+11,2.01372E+11,1.39602E+11,18.88518604,0.494882225,15942487150,40647310000,44026020000,..,23.18016066,32359960000,97.51604,107.5955246,52047636513,57.9346533,8.548920499,80877915000,59.33669731,10.69296691,50090824212,..,..,..,..,..,..,..,..,..,..,-3378710000,2125980000,..,2737930000,11477890000,5973200000,16843916000,21.46640193
Bulgaria,BGR,2022,YR2022,..,..,..,-2.602466661,-2358950000,69.9770907,12.06539969,63429230645,2098384000,-3621890000,5.4620082,4950920000,1.466216004,1329020000,62130535278,1.35781E+11,1.6836E+11,90642851836,4.038777583,9352.326528,20438.68973,25342.74002,13644.20158,7.709931692,31536.17007,34826.64672,2.09505E+11,2.31365E+11,1.6836E+11,18.27892906,7.974888274,16568542586,49548890000,54857210000,..,23.80084589,40071112000,98.8859666,124.3398318,54890692007,57.92022505,3.935983891,97514510000,68.86305611,15.34339201,62419437924,..,..,..,..,..,..,..,..,..,..,-5308300000,985300000,..,1198080000,13696790000,7403170000,15843581000,24.45587616
Bulgaria,BGR,2023,YR2023,..,..,..,0.905860034,927670000,61.88531597,0.000170902,63375299650,6643287000,-2852510000,3.962897186,4058310000,1.177451064,1205800000,63302823437,1.38343E+11,1.85233E+11,1.02408E+11,1.886814839,9819.573529,21459.81709,28733.38193,15885.53913,4.996050986,33111.73321,37410.78004,2.13458E+11,2.41172E+11,1.85233E+11,18.4205974,1.106875796,18864101470,47066100000,51309050000,..,23.85207661,44181799000,95.89748894,135.0022416,55584424400,57.72732599,1.421612649,1.0693E+11,57.78280437,-5.453891476,59174013808,..,..,..,..,..,..,..,..,..,..,-4242940000,4219940000,..,1335370000,16313740000,7850850000,16933760000,25.05605704
Burkina Faso,BFA,2021,YR2021,-5.702378447,12921137682,14738025608,0.39220886,77255404,32.79707352,13.39337518,6460208897,-3.5839E+11,36838054.5,-0.405926078,-79957355.34,-0.218907299,-43119300.84,16396850183,9.69401E+12,1.09229E+13,19697516284,6.942524926,745.4725634,440732.1,496601.788,895.5352884,4.431005409,2486.430931,2486.430931,54689652541,54689652541,1.09229E+13,20.24798045,18.11862779,3988349247,5678318202,4419268834,1287810000,18.68168982,2.04058E+12,96.82621163,106.984561,14778671564,61.07032973,3.813985979,6.67064E+12,29.62328514,7.461807169,5835051415,87.64756172,..,238636000,..,-29220693,484786000,44.97352254,8.578485249,..,1610540039,1259049368,398785467.8,..,-196139231.3,555518991.6,1415782892,1.08791E+12,14.69165738
Burkina Faso,BFA,2022,YR2022,..,..,..,-7.459886273,-1403966911,31.74484289,-8.421189697,5974448854,-8.13073E+11,-646208346.3,3.5586103,669738240.9,0.125024554,23529894.57,16642350340,9.83915E+12,1.17393E+13,18820218691,1.497239741,739.3630212,437120.0672,521536.9037,836.1183046,-0.819552931,2466.053314,2641.870113,55508487753,59465954759,1.17393E+13,19.87077318,7.953530612,3739722967,5310112285,5316334923,1122730000,16.14338966,1.89512E+12,101.3541881,113.9376567,14872236847,63.98583716,4.126033586,7.51149E+12,33.09903103,6.113562784,6229310025,78.75743861,..,147118000,..,-23341809.9,238280000,35.60303419,7.736195101,..,1446619995,-6222637.928,-947074533.8,..,324009419.2,503547830.5,1444399726,1.06975E+12,15.00276804
Burkina Faso,BFA,2023,YR2023,..,..,..,..,..,28.86229551,-2.234113557,5866151263,-1.32719E+12,..,0.025458142,5174270,0.025458142,5174270,17134994111,1.01304E+13,1.23283E+13,20324617845,2.960181474,744.1657606,439959.5029,535412.9374,882.6898101,0.64957799,2482.072253,2754.713465,57151639723,63429415199,1.23283E+13,19.97507117,5.113766739,4059856880,..,..,..,15.44612633,1.90424E+12,107.0977301,117.5160304,15339789753,64.5788025,6.737924633,7.96147E+12,35.96002561,12.80274292,7308737781,75.4776099,..,175390000,..,93458141.3,332191000,..,..,..,..,..,..,..,..,..,..,1.06975E+12,..
Burundi,BDI,2021,YR2021,0.756301588,2369968493,1956913335,-14.18977281,-393879529,5.00029,3.393635521,138797984.7,-7.58238E+11,-21243431.07,0.806162274,22377441.91,0.040853497,1134010.836,3318099328,1.84089E+12,6.61279E+12,2775798697,3.099999999,255.9179507,141984.1494,510030.648,214.0914554,0.329205803,836.6655713,836.6655713,10847771569,10847771569,6.61279E+12,30.77247,2.947585465,854181821.4,193544208.4,878851313.1,501290000,-5.70546,-3.7729E+11,118.81808,302.4706791,3051711131,74.93299,3.038795511,4.95516E+12,23.81837,3.210468783,661150004.2,84.24042273,..,-3907000,65871920.9,..,35405000,144.8835385,21.84836575,..,608239990.2,-685307104.8,-863533501.3,..,-4775187.56,109207563.9,287433960.4,1.97075E+11,0.528039008
Burundi,BDI,2022,YR2022,..,..,..,-18.6289555,-621969189.9,4.971098508,5.751720001,165971200.7,-8.13701E+11,-23323070.97,0.757355123,25285988.37,0.058792463,1962917.393,3379450966,1.87493E+12,7.96972E+12,3338722828,1.848999439,253.6916416,140748.9855,598277.7736,250.6342254,-0.869930825,829.3871596,888.5181584,11048346804,11836036574,7.96972E+12,30.9754527,5.910830636,1034184510,244656642.8,1070677063,544730000,-4.986242959,-3.97389E+11,118.3731238,350.9925509,3108137251,74.01079026,2.410799999,5.89845E+12,23.34422185,7.020289995,779398863.9,74.84803489,..,-4039000,-3880933.9,0,12204000,..,17.19773353,..,600179992.7,-826020419.9,-1086244584,..,-7009090.249,88980160.35,349204324.6,2.00719E+11,3.034195195
Burundi,BDI,2023,YR2023,..,..,..,-23.67748209,-625597355.9,5.263385206,7.844440019,139067146.4,-8.69488E+11,-32957887.85,1.291669013,34127983.54,0.044285545,1170095.685,3470696162,1.92555E+12,9.11602E+12,2642161669,2.700000597,253.5307234,140659.7076,665915.3792,193.0071456,-0.063430609,828.8610743,919.9066462,11346652234,12593016038,9.11602E+12,30.50530896,5.394094237,805999580.4,259266881.9,1067885130,..,-6.079098685,-5.54172E+11,119.0664808,388.4491346,3192056979,75.57378972,2.744440002,6.88932E+12,24.32986266,7.040000004,642834305.4,73.15008622,..,-4619000,55629846,..,20757000,..,..,..,..,-808618247.8,-1054714258,..,-8605166.422,118961936.3,365057946.7,2.06138E+11,2.388957284
Cabo Verde,CPV,2021,YR2021,7.283789794,1509549870,1658457519,-12.21497773,-250632117.9,23.84979836,-2.861440708,489360325,-64012021000,-92093559.17,4.457305001,91456883.26,-0.031029471,-636675.913,1793627261,1.78261E+11,1.91269E+11,2051842610,7.033530107,3471.655342,345032.8755,370210.4407,3971.444074,6.62540766,7685.419214,7685.419214,3970664151,3970664151,1.91269E+11,26.58763251,10.03187013,545536372.7,178088566,888853072.7,66960000,-2.005697697,-3836275000,129.7554619,103.0464947,1523119928,75.41806519,10.07424735,1.44251E+11,53.60526027,5.447686723,1099895571,83.67438171,-1905000,59230000,..,0,73325000,..,7.17771576,..,145240005.5,-710764506.8,-652112060.9,..,832865.5462,287259150.1,228606704.3,27417586600,50.4254624
Cabo Verde,CPV,2022,YR2022,..,..,..,-3.482263834,-78246584.93,38.68425422,78.93147464,869236487.3,-48506392300,-103425255.7,5.430144513,122015529,0.82733625,18590273.24,2077803747,2.06504E+11,2.35628E+11,2247003348,15.84367568,3997.767633,397320.9106,453355.9215,4323.313627,15.15450811,8850.106692,9481.073354,4599763302,4927702546,2.35628E+11,22.365022,-2.759039394,502542793.1,282748908.5,1061785041,49590000,2.253802885,5310583000,119.6256284,111.6286513,1711587414,75.38117511,13.73766772,1.77619E+11,58.30988263,18.19540486,1310225015,44.30734269,-1637000,50223000,..,15068729.4,60996000,..,3.720579153,..,86559997.56,-779036132.1,-457845283.5,..,126449.3878,569158366.5,247967518,38145443300,70.76229162
Cabo Verde,CPV,2023,YR2023,..,..,..,-2.583797778,-65468769.53,38.36399677,-6.120822964,972074395.4,-42171261400,-151262678.3,6.264688577,158735894.9,0.294938801,7473216.58,2191572560,2.17811E+11,2.57955E+11,2533819406,5.475435916,4195.754339,416997.9569,493853.5329,4850.984158,4.952431578,9288.40217,10308.67917,4851620394,5384542698,2.57955E+11,21.75335973,2.535114295,551190850.4,256975722.8,1150126618,..,2.110846851,5445035200,118.0105969,118.2760986,1804742413,76.13579342,6.624955888,1.96396E+11,56.37459372,-8.740385328,1428430396,40.47632334,-741000,49910000,..,21024613.3,28664000,..,..,..,..,-893150895,-456722251.7,..,-6140.158783,714703510.8,278274867.5,40305246400,75.6736165
Cambodia,KHM,2021,YR2021,-0.971486041,21927048934,22808826441,-29.60824887,-10892923222,72.36103464,6.142256861,26621743091,-1.2038E+13,-3391043981,9.468459111,3483461606,0.251201995,92417625.05,32909177696,1.2988E+14,1.50793E+14,36790163687,3.089842841,1938.764367,7651555.036,8883585.074,2167.403242,1.578620516,6225.532655,6225.532655,1.05674E+11,1.05674E+11,1.50793E+14,6.565786405,12.34568,2415563566,19520944332,30726238672,507570000,30.62447382,4.61795E+13,99.75433745,106.3365534,30776313750,62.80973978,-2.444540486,9.47125E+13,73.81881187,1.886498568,27158061718,30.38783876,..,63340000,..,..,220175000,27.48516048,3.872629967,..,1367050049,-11205294340,-12637667295,..,51206805.01,657296725.2,2089669680,8.52611E+12,28.00899575
Cambodia,KHM,2022,YR2022,..,..,..,-18.95759205,-7582000401,72.20706068,21.339468,28878876682,-1.23233E+13,-3428345015,8.948301258,3578831296,0.376267128,150486280.4,34588654431,1.36508E+14,1.64059E+14,39994532960,5.103368887,2010.766737,7935720.611,9537363.15,2325.0305,3.713827754,6456.738214,6917.070129,1.11067E+11,1.18986E+11,1.64059E+14,5.899853929,-1.24,2359619024,23178927520,32005196504,492310000,34.08252289,5.59155E+13,100.5120035,111.1366399,32338088813,60.01762318,5.218993824,9.84644E+13,73.66657208,18.59508576,29462601452,26.25331854,..,251120000,..,0,471442000,..,4.023865081,..,1685550049,-8826268984,-9261970319,..,126103250.2,2317934461,2753635796,8.99614E+12,61.04555937
Cambodia,KHM,2023,YR2023,..,..,..,1.30468362,552346250.6,66.89266606,-0.367779563,28319442900,-1.05117E+13,-3807381868,9.35096702,3958792379,0.357643079,151410511.2,36304274723,1.43279E+14,1.74027E+14,42335646896,4.960066589,2083.593018,8223137.851,9987852.486,2429.748535,3.621816524,6690.589426,7425.511791,1.16576E+11,1.29381E+11,1.74027E+14,6.077860903,7.5342,2573101731,23564391216,26550635328,..,33.59507473,5.84645E+13,99.69940489,113.5198126,33913014083,60.32706437,4.579326388,1.04985E+14,67.31417634,-2.15761302,28497892006,28.30932568,..,365351000,..,..,730270000,..,..,..,..,-2986244112,-1668160812,..,349979143.2,4188152809,2870069509,9.55697E+12,73.62771249
Cameroon,CMR,2021,YR2021,-1.111019356,32476973673,37065481266,-3.986708976,-1794494947,16.50888404,3.483530851,7430968539,-1.09007E+12,-908709842.8,2.140613269,963531503.5,0.121793604,54821660.69,38854942335,2.31235E+13,2.49605E+13,45011937347,3.338857472,1443.576002,859107.288,927356.3836,1672.326573,0.631351992,4793.556282,4793.556282,1.29022E+11,1.29022E+11,2.49605E+13,12.04323631,2.640841198,5420893984,5864489193,6572721822,558210000,14.41376575,3.59775E+12,103.7129264,106.7501135,35778810324,73.54299794,4.731266553,1.83567E+13,20.22195068,12.80344325,9102291771,28.51752346,24156000,222503000,..,176931067.9,643324000,20.40435589,2.576622144,..,1140959961,-708232628.1,-1578554438,810529000,609005196.9,1582034836,2452356645,1.77762E+12,34.88423027
Cameroon,CMR,2022,YR2022,..,..,..,-3.393974884,-1505133036,19.32181332,2.897335512,8568684369,-1.2376E+12,-898335371.2,2.087350322,925681548.6,0.061663811,27346177.41,40306867605,2.39876E+13,2.7662E+13,44347206073,3.736784006,1458.661804,868085.2166,1001057.766,1604.87727,1.045029975,4843.650382,5188.977509,1.33843E+11,1.43386E+11,2.7662E+13,10.50755549,-5.709380479,4659807287,6924245462,7216863411,724060000,16.46374087,4.5542E+12,102.6433374,115.4045002,37435945686,73.02870364,4.28969196,2.02012E+13,21.96478924,5.286682282,9740770348,9.937330766,91715000,185520000,..,184678922.2,566354000,..,2.723210508,..,1228920044,-292617949,-1117636380,-589971000,476195611.9,1717094413,2542112844,1.8566E+12,31.5143794
Cameroon,CMR,2023,YR2023,..,..,..,..,..,16.6141432,-0.080070255,8187351908,-1.338E+12,..,-0.221458187,-109133290,-0.221458187,-109133290,41616173715,2.47668E+13,2.98914E+13,49279410983,3.248344978,1466.768858,872909.9221,1053527.288,1736.860911,0.555787082,4870.570765,5405.574657,1.38191E+11,1.53371E+11,2.98914E+13,10.58431522,2.890016658,5215888198,..,..,..,15.52754304,4.6414E+12,103.9891072,121.899167,38350460139,73.88814174,3.547239381,2.20862E+13,20.60358498,1.904407735,10153325318,16.3876401,82420000,175006000,..,165688893.9,421524000,..,..,..,..,..,..,-47098000,..,..,..,1.9439E+12,..
Canada,CAN,2021,YR2021,8.880430113,1.40406E+12,1.60555E+12,0.012777468,256504117.9,31.21635296,2.729317641,6.2666E+11,-78068727000,44529089000,2.945251489,59125104307,5.163418665,1.03654E+11,1.69631E+12,2.16921E+12,2.51712E+12,2.00747E+12,5.286956891,44359.61673,56726.46587,65824.58034,52496.84417,4.705382052,56547.80056,56547.80056,2.16238E+12,2.16238E+12,2.51712E+12,21.44233714,5.396309317,4.30449E+11,5.07882E+11,5.05954E+11,..,24.33985149,6.12664E+11,99.97457415,112.1228491,1.59102E+12,54.21781137,5.114679677,1.36473E+12,31.20781146,8.137415316,6.26488E+11,..,..,..,..,..,..,..,..,..,..,1927675054,117851617.8,..,-44480532823,1.18794E+11,1.20604E+11,..,12.87824754
Canada,CAN,2022,YR2022,..,..,..,-0.35263202,-7622082462,33.84504756,3.200737349,7.31555E+11,-1.12747E+11,37342988263,2.312516526,49984660122,4.040172116,87327648385,1.7611E+12,2.25207E+12,2.81329E+12,2.16148E+12,3.819866339,45227.14474,57835.84872,72248.51573,55509.39318,1.955670659,57653.6893,62707.9414,2.24498E+12,2.44179E+12,2.81329E+12,20.69168862,3.167294467,4.47247E+11,5.99042E+11,5.83533E+11,..,25.51899218,7.17923E+11,99.84491462,119.0138927,1.65259E+12,53.78931919,5.082753606,1.51325E+12,33.71384881,7.638415038,7.28719E+11,..,..,..,..,..,..,..,..,..,..,15509256417,3078327811,..,-1.15953E+11,1.32768E+11,1.45199E+11,..,21.00315076
Canada,CAN,2023,YR2023,..,..,..,-0.729574021,-15630911197,33.36930439,5.420767429,7.14928E+11,-83308423000,35229170707,2.228511055,47745201181,3.872835394,82974371889,1.7831E+12,2.2802E+12,2.89214E+12,2.14247E+12,1.248927304,44468.7475,56866.0208,72127.21927,53431.18571,-1.676862949,56686.91595,63419.08174,2.27302E+12,2.54296E+12,2.89214E+12,21.20664975,1.482377464,4.54346E+11,5.69147E+11,5.70607E+11,..,23.5815002,6.8201E+11,100.4383951,123.1771917,1.67261E+12,55.16392706,1.716295419,1.59542E+12,33.82318975,0.866141259,7.24652E+11,..,..,..,..,..,..,..,..,..,..,-1460443958,-9809215766,..,15376247812,1.45757E+11,1.54106E+11,..,26.38219048
Cayman Islands,CYM,2021,YR2021,..,..,..,-13.10563998,-794205258.7,..,..,..,..,-2108435848,-13.33010379,-807807825.1,-48.12262229,-2916243673,5418352633,4515275800,5050001900,6060026520,4.904929413,77285.79668,64404.57294,72031.74959,86438.44526,2.774150907,74150.85809,74150.85809,5198568359,5198568359,5050001900,..,..,..,697658074.4,1381294127,..,..,..,..,..,5096436226,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-683636052.5,1330310600,..,4344971110,3440219240,1426272588,268262500,1.13602226
Cayman Islands,CYM,2022,YR2022,..,..,..,-9.805875171,-647270519.3,..,..,..,..,921463030.6,-44.23077078,-2919604163,-30.27099479,-1998141132,5697740751,4748098300,5500681300,6600843963,5.156329542,79587.38879,66322.5587,76834.81583,92202.1478,2.978027288,76359.09088,81803.09765,5466623675,5856365564,5500681300,..,..,..,972718342.7,1620722311,..,..,..,..,..,5373501734,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-648003968.2,1718626867,..,10893695923,4045854337,1679223502,270198100,15.9343821
Cayman Islands,CYM,2023,YR2023,..,..,..,..,..,..,..,..,..,..,286.0400677,20421626280,286.0400677,20421626280,5946143785,4955100000,5949500000,7139428558,4.359675957,81411.64578,67842.76678,81457.59742,97749.5079,2.292143288,78109.35066,86689.20888,5704950753,6331606438,5949500000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,2021,YR2021,-0.63074166,1895476219,2133963401,..,..,13.22746,-11.99548202,332868820.8,..,..,..,..,..,..,2024497026,7.78062E+11,1.39548E+12,2516498412,0.982919996,396.0206229,152200.108,272975.0129,492.2631428,-0.705468756,1128.55238,1128.55238,5769272622,5769272622,1.39548E+12,9.140750003,-4.703244047,230026828.7,..,..,574660000,-1.981140002,-27646324600,127.34528,193.9410502,2041461463,92.84039,2.811504166,1.29556E+12,30.93166,-9.067585812,778394732.8,47.21853283,..,6526000,..,23891392.4,4701000,224.6551362,24.52456943,..,659270019.5,..,..,..,..,..,..,-1.97556E+11,..
Central African Republic,CAF,2022,YR2022,..,..,..,..,..,12.3005,-6.540998841,293074002.7,..,..,..,..,..,..,2034662229,7.81969E+11,1.48618E+12,2382618615,0.502110003,399.1068386,153386.2139,291520.2247,467.359825,0.779306817,1137.347266,1218.434221,5798240717,6211625178,1.48618E+12,8.335279997,-8.354104074,198597932.8,..,..,598790000,-5.700280002,-84716505400,130.02694,204.7525032,2044964668,97.365,5.400008447,1.44702E+12,32.93307,7.004894138,784669456.4,57.93932493,..,-909000,..,-10059648.2,2802000,..,27.22070418,..,700840026.9,..,..,..,..,..,..,-2.02876E+11,..
Central African Republic,CAF,2023,YR2023,..,..,..,..,..,14.44082621,18.42218402,369034170.8,-1.15152E+11,..,..,..,..,..,2052368906,7.88774E+11,1.55008E+12,2555492085,0.870251451,398.33098,153088.033,300845.7957,495.9788972,-0.194398743,1135.136277,1259.8244,5848699991,6491145694,1.55008E+12,8.335279997,-4.565662701,213007420.6,..,..,..,-5.700280001,-88359139400,129.4480362,221.8997916,1834684600,97.365,-4.56566264,1.50924E+12,29.039744,-11.05441707,742108359.5,78.99127384,..,-2504000,..,17318624.9,-179000,..,..,..,..,..,..,..,..,..,..,88342653700,..
