Country Name,Country Code,Time,Time Code,Adjusted net national income (annual % growth) [NY.ADJ.NNTY.KD.ZG],Adjusted net national income (constant 2015 US$) [NY.ADJ.NNTY.KD],Adjusted net national income (current US$) [NY.ADJ.NNTY.CD],Adjusted net national income per capita (annual % growth) [NY.ADJ.NNTY.PC.KD.ZG],Adjusted net national income per capita (constant 2015 US$) [NY.ADJ.NNTY.PC.KD],Adjusted net national income per capita (current US$) [NY.ADJ.NNTY.PC.CD]
Marshall Islands,MHL,2023,YR2023,..,..,..,..,..,..
Mauritania,MRT,2021,YR2021,-1.72611138,8616621653,8391225495,-4.522747272,1819.820686,1772.217274
Mauritania,MRT,2022,YR2022,..,..,..,..,..,..
Mauritania,MRT,2023,YR2023,..,..,..,..,..,..
Mauritius,MUS,2021,YR2021,2.498850447,10388041812,10343032087,2.472949198,8203.240071,8167.696743
Mauritius,MUS,2022,YR2022,..,..,..,..,..,..
Mauritius,MUS,2023,YR2023,..,..,..,..,..,..
Mexico,MEX,2021,YR2021,2.416537681,9.01715E+11,9.50153E+11,1.735280107,7064.066144,7443.533518
Mexico,MEX,2022,YR2022,..,..,..,..,..,..
Mexico,MEX,2023,YR2023,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,2021,YR2021,..,..,417569529.9,..,..,3740.857969
"Micronesia, Fed. Sts.",FSM,2022,YR2022,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,2023,YR2023,..,..,..,..,..,..
Moldova,MDA,2021,YR2021,8.60635144,8884404904,12338542741,10.25150728,3422.595771,4753.255244
Moldova,MDA,2022,YR2022,..,..,..,..,..,..
Moldova,MDA,2023,YR2023,..,..,..,..,..,..
Monaco,MCO,2021,YR2021,..,..,..,..,..,..
Monaco,MCO,2022,YR2022,..,..,..,..,..,..
Monaco,MCO,2023,YR2023,..,..,..,..,..,..
Mongolia,MNG,2021,YR2021,-9.098912456,10172600556,9347566300,-10.61772692,3006.317728,2762.494618
Mongolia,MNG,2022,YR2022,..,..,..,..,..,..
Mongolia,MNG,2023,YR2023,..,..,..,..,..,..
Montenegro,MNE,2021,YR2021,14.13105092,4317779963,5252776809,14.51719482,6973.034979,8483.015981
Montenegro,MNE,2022,YR2022,..,..,..,..,..,..
Montenegro,MNE,2023,YR2023,..,..,..,..,..,..
Morocco,MAR,2021,YR2021,7.167655005,1.11215E+11,1.26526E+11,6.083529849,2964.697754,3372.842773
Morocco,MAR,2022,YR2022,..,..,..,..,..,..
Morocco,MAR,2023,YR2023,..,..,..,..,..,..
Mozambique,MOZ,2021,YR2021,2.075221945,13665450420,11748409339,-0.899722311,430.9807183,370.5211127
Mozambique,MOZ,2022,YR2022,..,..,..,..,..,..
Mozambique,MOZ,2023,YR2023,..,..,..,..,..,..
Myanmar,MMR,2021,YR2021,..,..,56036281288,..,..,1049.622085
Myanmar,MMR,2022,YR2022,..,..,..,..,..,..
Myanmar,MMR,2023,YR2023,..,..,..,..,..,..
Namibia,NAM,2021,YR2021,-1.597445967,9385778139,10168489776,-4.46092714,3339.48331,3617.974066
Namibia,NAM,2022,YR2022,..,..,..,..,..,..
Namibia,NAM,2023,YR2023,..,..,..,..,..,..
Nauru,NRU,2021,YR2021,..,..,..,..,..,..
Nauru,NRU,2022,YR2022,..,..,..,..,..,..
Nauru,NRU,2023,YR2023,..,..,..,..,..,..
Nepal,NPL,2021,YR2021,7.425203896,30844359500,33841986562,5.572148003,1046.457983,1148.158612
Nepal,NPL,2022,YR2022,..,..,..,..,..,..
Nepal,NPL,2023,YR2023,..,..,..,..,..,..
Netherlands,NLD,2021,YR2021,5.295283362,6.70274E+11,8.13879E+11,4.745512802,38229.21444,46419.70712
Netherlands,NLD,2022,YR2022,..,..,..,..,..,..
Netherlands,NLD,2023,YR2023,..,..,..,..,..,..
New Caledonia,NCL,2021,YR2021,..,..,..,..,..,..
New Caledonia,NCL,2022,YR2022,..,..,..,..,..,..
New Caledonia,NCL,2023,YR2023,..,..,..,..,..,..
New Zealand,NZL,2021,YR2021,2.867193531,1.77954E+11,2.07101E+11,2.442546615,34815.8958,40518.24554
New Zealand,NZL,2022,YR2022,..,..,..,..,..,..
New Zealand,NZL,2023,YR2023,..,..,..,..,..,..
Nicaragua,NIC,2021,YR2021,1.12052362,11234776465,11611573902,-0.088921939,1690.777182,1747.483296
Nicaragua,NIC,2022,YR2022,..,..,..,..,..,..
Nicaragua,NIC,2023,YR2023,..,..,..,..,..,..
Niger,NER,2021,YR2021,6.263120461,12374652115,14510811838,2.860712055,505.0437274,592.226305
Niger,NER,2022,YR2022,..,..,..,..,..,..
Niger,NER,2023,YR2023,..,..,..,..,..,..
Nigeria,NGA,2021,YR2021,..,..,3.63312E+11,..,..,1662.532378
Nigeria,NGA,2022,YR2022,..,..,..,..,..,..
Nigeria,NGA,2023,YR2023,..,..,..,..,..,..
North Macedonia,MKD,2021,YR2021,1.40363026,9072502372,11015539375,2.452929874,4938.453668,5996.110952
North Macedonia,MKD,2022,YR2022,..,..,..,..,..,..
North Macedonia,MKD,2023,YR2023,..,..,..,..,..,..
Northern Mariana Islands,MNP,2021,YR2021,..,..,..,..,..,..
Northern Mariana Islands,MNP,2022,YR2022,..,..,..,..,..,..
Northern Mariana Islands,MNP,2023,YR2023,..,..,..,..,..,..
Norway,NOR,2021,YR2021,15.72143281,3.42359E+11,3.78328E+11,15.10423843,63302.29336,69953.01923
Norway,NOR,2022,YR2022,..,..,..,..,..,..
Norway,NOR,2023,YR2023,..,..,..,..,..,..
Oman,OMN,2021,YR2021,-3.40107508,55478109140,56515483862,-2.927291261,12327.30719,12557.81319
Oman,OMN,2022,YR2022,..,..,..,..,..,..
Oman,OMN,2023,YR2023,..,..,..,..,..,..
Pakistan,PAK,2021,YR2021,7.863533554,3.71175E+11,3.26464E+11,5.847467319,1549.933729,1363.232952
Pakistan,PAK,2022,YR2022,..,..,..,..,..,..
Pakistan,PAK,2023,YR2023,..,..,..,..,..,..
Palau,PLW,2021,YR2021,..,..,..,..,..,..
Palau,PLW,2022,YR2022,..,..,..,..,..,..
Palau,PLW,2023,YR2023,..,..,..,..,..,..
Panama,PAN,2021,YR2021,-0.314413614,46041022544,51479784106,-1.510620922,10595.3352,11846.94732
Panama,PAN,2022,YR2022,..,..,..,..,..,..
Panama,PAN,2023,YR2023,..,..,..,..,..,..
Papua New Guinea,PNG,2021,YR2021,..,..,18341899499,..,..,1831.827625
Papua New Guinea,PNG,2022,YR2022,..,..,..,..,..,..
Papua New Guinea,PNG,2023,YR2023,..,..,..,..,..,..
Paraguay,PRY,2021,YR2021,6.719332437,38500538889,35184118794,5.434983319,5759.947723,5263.788268
Paraguay,PRY,2022,YR2022,..,..,..,..,..,..
Paraguay,PRY,2023,YR2023,..,..,..,..,..,..
Peru,PER,2021,YR2021,3.015612434,1.73347E+11,1.70492E+11,2.029749266,5228.256116,5142.144386
Peru,PER,2022,YR2022,..,..,..,..,..,..
Peru,PER,2023,YR2023,..,..,..,..,..,..
Philippines,PHL,2021,YR2021,-2.197158768,3.33806E+11,3.61504E+11,-3.07892137,2951.400167,3196.290905
Philippines,PHL,2022,YR2022,..,..,..,..,..,..
Philippines,PHL,2023,YR2023,..,..,..,..,..,..
Poland,POL,2021,YR2021,5.076613973,5.04959E+11,5.69915E+11,7.683560564,13654.34579,15410.7923
Poland,POL,2022,YR2022,..,..,..,..,..,..
Poland,POL,2023,YR2023,..,..,..,..,..,..
Portugal,PRT,2021,YR2021,4.692563148,1.68906E+11,2.00175E+11,4.038350252,16300.75492,19318.46756
Portugal,PRT,2022,YR2022,..,..,..,..,..,..
Portugal,PRT,2023,YR2023,..,..,..,..,..,..
Puerto Rico,PRI,2021,YR2021,..,..,..,..,..,..
Puerto Rico,PRI,2022,YR2022,..,..,..,..,..,..
Puerto Rico,PRI,2023,YR2023,..,..,..,..,..,..
Qatar,QAT,2021,YR2021,..,..,1.29445E+11,..,..,51676.65701
Qatar,QAT,2022,YR2022,..,..,..,..,..,..
Qatar,QAT,2023,YR2023,..,..,..,..,..,..
Romania,ROU,2021,YR2021,3.792621642,1.85387E+11,2.33181E+11,4.569848052,9694.908238,12194.36363
Romania,ROU,2022,YR2022,..,..,..,..,..,..
Romania,ROU,2023,YR2023,..,..,..,..,..,..
Russian Federation,RUS,2021,YR2021,-2.522091763,1.07745E+12,1.3239E+12,-2.197897427,7318.720703,8992.818359
Russian Federation,RUS,2022,YR2022,..,..,..,..,..,..
Russian Federation,RUS,2023,YR2023,..,..,..,..,..,..
Rwanda,RWA,2021,YR2021,10.72232257,9585700610,8997489878,8.322849491,717.7472105,673.7038349
Rwanda,RWA,2022,YR2022,..,..,..,..,..,..
Rwanda,RWA,2023,YR2023,..,..,..,..,..,..
Samoa,WSM,2021,YR2021,-4.248686418,773006898.6,756550038.5,-5.070580338,3615.915963,3538.935249
Samoa,WSM,2022,YR2022,..,..,..,..,..,..
Samoa,WSM,2023,YR2023,..,..,..,..,..,..
San Marino,SMR,2021,YR2021,..,..,..,..,..,..
San Marino,SMR,2022,YR2022,..,..,..,..,..,..
San Marino,SMR,2023,YR2023,..,..,..,..,..,..
Sao Tome and Principe,STP,2021,YR2021,..,..,426049350.5,..,..,1919.478424
Sao Tome and Principe,STP,2022,YR2022,..,..,..,..,..,..
Sao Tome and Principe,STP,2023,YR2023,..,..,..,..,..,..
Saudi Arabia,SAU,2021,YR2021,..,..,..,..,..,..
Saudi Arabia,SAU,2022,YR2022,..,..,..,..,..,..
Saudi Arabia,SAU,2023,YR2023,..,..,..,..,..,..
Senegal,SEN,2021,YR2021,5.210204217,21382261509,23712074300,2.573067873,1241.648374,1376.938472
Senegal,SEN,2022,YR2022,..,..,..,..,..,..
Senegal,SEN,2023,YR2023,..,..,..,..,..,..
Serbia,SRB,2021,YR2021,5.691636426,39678067301,50790254321,6.693756904,5805.70305,7431.640563
Serbia,SRB,2022,YR2022,..,..,..,..,..,..
Serbia,SRB,2023,YR2023,..,..,..,..,..,..
Seychelles,SYC,2021,YR2021,7.469872222,1380854388,1216133029,6.608017074,13911.76921,12252.24193
Seychelles,SYC,2022,YR2022,..,..,..,..,..,..
Seychelles,SYC,2023,YR2023,..,..,..,..,..,..
Sierra Leone,SLE,2021,YR2021,-3.760347706,2848674493,3449813486,-5.924734697,351.9227373,426.1869189
Sierra Leone,SLE,2022,YR2022,..,..,..,..,..,..
Sierra Leone,SLE,2023,YR2023,..,..,..,..,..,..
Singapore,SGP,2021,YR2021,..,..,2.76441E+11,..,..,50689.9927
Singapore,SGP,2022,YR2022,..,..,..,..,..,..
Singapore,SGP,2023,YR2023,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,2021,YR2021,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,2022,YR2022,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,2023,YR2023,..,..,..,..,..,..
Slovak Republic,SVK,2021,YR2021,2.509715101,78307566794,94707685029,2.727634813,14375.62255,17386.33938
Slovak Republic,SVK,2022,YR2022,..,..,..,..,..,..
Slovak Republic,SVK,2023,YR2023,..,..,..,..,..,..
Slovenia,SVN,2021,YR2021,7.145137437,41402101832,49526101070,6.857462507,19639.72974,23493.4749
Slovenia,SVN,2022,YR2022,..,..,..,..,..,..
Slovenia,SVN,2023,YR2023,..,..,..,..,..,..
Solomon Islands,SLB,2021,YR2021,-3.471557798,1295106302,1505399373,-5.761761989,1698.297387,1974.058668
Solomon Islands,SLB,2022,YR2022,..,..,..,..,..,..
Solomon Islands,SLB,2023,YR2023,..,..,..,..,..,..
Somalia,SOM,2021,YR2021,5.39768079,5293376890,6155445283,1.612710249,306.4816627,356.3946313
Somalia,SOM,2022,YR2022,..,..,..,..,..,..
Somalia,SOM,2023,YR2023,..,..,..,..,..,..
South Africa,ZAF,2021,YR2021,6.835637225,3.04269E+11,3.39553E+11,5.202385759,4947.25609,5520.947991
South Africa,ZAF,2022,YR2022,..,..,..,..,..,..
South Africa,ZAF,2023,YR2023,..,..,..,..,..,..
South Sudan,SSD,2021,YR2021,..,..,..,..,..,..
South Sudan,SSD,2022,YR2022,..,..,..,..,..,..
South Sudan,SSD,2023,YR2023,..,..,..,..,..,..
Spain,ESP,2021,YR2021,5.864910716,1.03366E+12,1.19101E+12,5.752965722,21799.98784,25118.45314
Spain,ESP,2022,YR2022,..,..,..,..,..,..
Spain,ESP,2023,YR2023,..,..,..,..,..,..
Sri Lanka,LKA,2021,YR2021,1.647544516,86195338158,80018415420,0.560233266,3890.38356,3611.591236
Sri Lanka,LKA,2022,YR2022,..,..,..,..,..,..
Sri Lanka,LKA,2023,YR2023,..,..,..,..,..,..
St. Kitts and Nevis,KNA,2021,YR2021,..,..,..,..,..,..
St. Kitts and Nevis,KNA,2022,YR2022,..,..,..,..,..,..
St. Kitts and Nevis,KNA,2023,YR2023,..,..,..,..,..,..
St. Lucia,LCA,2021,YR2021,..,..,1366615022,..,..,7655.163071
St. Lucia,LCA,2022,YR2022,..,..,..,..,..,..
St. Lucia,LCA,2023,YR2023,..,..,..,..,..,..
St. Martin (French part),MAF,2021,YR2021,..,..,..,..,..,..
St. Martin (French part),MAF,2022,YR2022,..,..,..,..,..,..
St. Martin (French part),MAF,2023,YR2023,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,2021,YR2021,..,..,749251352.2,..,..,7285.53157
St. Vincent and the Grenadines,VCT,2022,YR2022,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,2023,YR2023,..,..,..,..,..,..
Sudan,SDN,2021,YR2021,-1.747812864,..,28763839535,-4.359509898,..,598.4122925
Sudan,SDN,2022,YR2022,..,..,..,..,..,..
Sudan,SDN,2023,YR2023,..,..,..,..,..,..
Suriname,SUR,2021,YR2021,..,..,1935667027,..,..,3132.674475
Suriname,SUR,2022,YR2022,..,..,..,..,..,..
Suriname,SUR,2023,YR2023,..,..,..,..,..,..
Sweden,SWE,2021,YR2021,4.53265085,4.80005E+11,5.39858E+11,3.906718131,46084.27594,51830.62661
Sweden,SWE,2022,YR2022,..,..,..,..,..,..
Sweden,SWE,2023,YR2023,..,..,..,..,..,..
Switzerland,CHE,2021,YR2021,8.44437662,5.5623E+11,6.06112E+11,7.617403073,63901.03757,69631.65824
Switzerland,CHE,2022,YR2022,..,..,..,..,..,..
Switzerland,CHE,2023,YR2023,..,..,..,..,..,..
Syrian Arab Republic,SYR,2021,YR2021,..,..,..,..,..,..
Syrian Arab Republic,SYR,2022,YR2022,..,..,..,..,..,..
Syrian Arab Republic,SYR,2023,YR2023,..,..,..,..,..,..
Tajikistan,TJK,2021,YR2021,1.918024719,11484411194,9055722664,-0.307054347,1152.254159,908.5789359
Tajikistan,TJK,2022,YR2022,..,..,..,..,..,..
Tajikistan,TJK,2023,YR2023,..,..,..,..,..,..
Tanzania,TZA,2021,YR2021,3.9920106,54790431980,59188718347,0.934338046,899.4194336,971.6200562
Tanzania,TZA,2022,YR2022,..,..,..,..,..,..
Tanzania,TZA,2023,YR2023,..,..,..,..,..,..
Thailand,THA,2021,YR2021,..,..,3.86827E+11,..,..,5393.014574
Thailand,THA,2022,YR2022,..,..,..,..,..,..
Thailand,THA,2023,YR2023,..,..,..,..,..,..
Timor-Leste,TLS,2021,YR2021,-65.65667214,531792486.4,564159462.3,-66.26934491,393.8798052,417.8528746
Timor-Leste,TLS,2022,YR2022,..,..,..,..,..,..
Timor-Leste,TLS,2023,YR2023,..,..,..,..,..,..
Togo,TGO,2021,YR2021,2.528079696,6528954163,7389560188,0.118472426,735.3768254,832.3096128
Togo,TGO,2022,YR2022,..,..,..,..,..,..
Togo,TGO,2023,YR2023,..,..,..,..,..,..
Tonga,TON,2021,YR2021,-7.828995649,480234061.9,451921466.1,-7.642014941,4552.413138,4284.021861
Tonga,TON,2022,YR2022,..,..,..,..,..,..
Tonga,TON,2023,YR2023,..,..,..,..,..,..
Trinidad and Tobago,TTO,2021,YR2021,..,..,20708680378,..,..,15142.81689
Trinidad and Tobago,TTO,2022,YR2022,..,..,..,..,..,..
Trinidad and Tobago,TTO,2023,YR2023,..,..,..,..,..,..
Tunisia,TUN,2021,YR2021,3.776385612,39285151015,39584781007,3.134147339,3260.551374,3285.419777
Tunisia,TUN,2022,YR2022,..,..,..,..,..,..
Tunisia,TUN,2023,YR2023,..,..,..,..,..,..
Turkiye,TUR,2021,YR2021,..,..,..,..,..,..
Turkiye,TUR,2022,YR2022,..,..,..,..,..,..
Turkiye,TUR,2023,YR2023,..,..,..,..,..,..
Turkmenistan,TKM,2021,YR2021,..,..,..,..,..,..
Turkmenistan,TKM,2022,YR2022,..,..,..,..,..,..
Turkmenistan,TKM,2023,YR2023,..,..,..,..,..,..
Turks and Caicos Islands,TCA,2021,YR2021,..,..,849820404.5,..,..,18783.46716
Turks and Caicos Islands,TCA,2022,YR2022,..,..,..,..,..,..
Turks and Caicos Islands,TCA,2023,YR2023,..,..,..,..,..,..
Tuvalu,TUV,2021,YR2021,..,..,..,..,..,..
Tuvalu,TUV,2022,YR2022,..,..,..,..,..,..
Tuvalu,TUV,2023,YR2023,..,..,..,..,..,..
Uganda,UGA,2021,YR2021,2.959607244,33112529138,30031521812,-0.300627561,721.2341187,654.1257564
Uganda,UGA,2022,YR2022,..,..,..,..,..,..
Uganda,UGA,2023,YR2023,..,..,..,..,..,..
Ukraine,UKR,2021,YR2021,5.584424004,1.02305E+11,1.63914E+11,6.569267651,2445.875244,3918.818359
Ukraine,UKR,2022,YR2022,..,..,..,..,..,..
Ukraine,UKR,2023,YR2023,..,..,..,..,..,..
United Arab Emirates,ARE,2021,YR2021,..,..,..,..,..,..
United Arab Emirates,ARE,2022,YR2022,..,..,..,..,..,..
United Arab Emirates,ARE,2023,YR2023,..,..,..,..,..,..
United Kingdom,GBR,2021,YR2021,..,..,..,..,..,..
United Kingdom,GBR,2022,YR2022,..,..,..,..,..,..
United Kingdom,GBR,2023,YR2023,..,..,..,..,..,..
United States,USA,2021,YR2021,5.501414141,1.7373E+13,1.9593E+13,5.335545898,52320.65609,59006.35854
United States,USA,2022,YR2022,..,..,..,..,..,..
United States,USA,2023,YR2023,..,..,..,..,..,..
Uruguay,URY,2021,YR2021,3.054462779,52291614903,49994553832,3.123424754,15394.85144,14718.58787
Uruguay,URY,2022,YR2022,..,..,..,..,..,..
Uruguay,URY,2023,YR2023,..,..,..,..,..,..
Uzbekistan,UZB,2021,YR2021,..,..,49922061226,..,..,1457.846759
Uzbekistan,UZB,2022,YR2022,..,..,..,..,..,..
Uzbekistan,UZB,2023,YR2023,..,..,..,..,..,..
Vanuatu,VUT,2021,YR2021,0.832688022,871706319.3,966468684.9,-1.478234151,2849.942849,3159.757428
Vanuatu,VUT,2022,YR2022,..,..,..,..,..,..
Vanuatu,VUT,2023,YR2023,..,..,..,..,..,..
"Venezuela, RB",VEN,2021,YR2021,..,..,..,..,..,..
"Venezuela, RB",VEN,2022,YR2022,..,..,..,..,..,..
"Venezuela, RB",VEN,2023,YR2023,..,..,..,..,..,..
Viet Nam,VNM,2021,YR2021,0.589729819,2.80048E+11,2.96055E+11,-0.280491726,2830.626772,2992.415375
Viet Nam,VNM,2022,YR2022,..,..,..,..,..,..
Viet Nam,VNM,2023,YR2023,..,..,..,..,..,..
Virgin Islands (U.S.),VIR,2021,YR2021,..,..,..,..,..,..
Virgin Islands (U.S.),VIR,2022,YR2022,..,..,..,..,..,..
Virgin Islands (U.S.),VIR,2023,YR2023,..,..,..,..,..,..
West Bank and Gaza,PSE,2021,YR2021,..,..,..,..,..,..
West Bank and Gaza,PSE,2022,YR2022,..,..,..,..,..,..
West Bank and Gaza,PSE,2023,YR2023,..,..,..,..,..,..
"Yemen, Rep.",YEM,2021,YR2021,..,..,..,..,..,..
"Yemen, Rep.",YEM,2022,YR2022,..,..,..,..,..,..
"Yemen, Rep.",YEM,2023,YR2023,..,..,..,..,..,..
Zambia,ZMB,2021,YR2021,..,..,11969103805,..,..,610.5562004
Zambia,ZMB,2022,YR2022,..,..,..,..,..,..
Zambia,ZMB,2023,YR2023,..,..,..,..,..,..
Zimbabwe,ZWE,2021,YR2021,38.97510643,18495642500,23546536254,36.59696316,1170.81703,1490.550309
Zimbabwe,ZWE,2022,YR2022,..,..,..,..,..,..
Zimbabwe,ZWE,2023,YR2023,..,..,..,..,..,..
Africa Eastern and Southern,AFE,2021,YR2021,5.373146132,8.96974E+11,8.66315E+11,2.61800775,1257.867757,1214.873282
Africa Eastern and Southern,AFE,2022,YR2022,..,..,..,..,..,..
Africa Eastern and Southern,AFE,2023,YR2023,..,..,..,..,..,..
Africa Western and Central,AFW,2021,YR2021,..,..,6.77103E+11,..,..,1393.442318
Africa Western and Central,AFW,2022,YR2022,..,..,..,..,..,..
Africa Western and Central,AFW,2023,YR2023,..,..,..,..,..,..
Arab World,ARB,2021,YR2021,..,..,..,..,..,..
Arab World,ARB,2022,YR2022,..,..,..,..,..,..
Arab World,ARB,2023,YR2023,..,..,..,..,..,..
Caribbean small states,CSS,2021,YR2021,..,..,28187072928,..,..,9058.680872
Caribbean small states,CSS,2022,YR2022,..,..,..,..,..,..
Caribbean small states,CSS,2023,YR2023,..,..,..,..,..,..
Central Europe and the Baltics,CEB,2021,YR2021,4.758677016,1.2732E+12,1.54192E+12,6.214881404,12650.07132,15319.96275
Central Europe and the Baltics,CEB,2022,YR2022,..,..,..,..,..,..
Central Europe and the Baltics,CEB,2023,YR2023,..,..,..,..,..,..
Early-demographic dividend,EAR,2021,YR2021,6.938947979,1.00969E+13,1.04399E+13,5.818001229,2941.951681,3041.916262
Early-demographic dividend,EAR,2022,YR2022,..,..,..,..,..,..
Early-demographic dividend,EAR,2023,YR2023,..,..,..,..,..,..
East Asia & Pacific,EAS,2021,YR2021,4.749862233,2.06578E+13,2.29538E+13,4.498224966,8697.500086,9664.180401
East Asia & Pacific,EAS,2022,YR2022,..,..,..,..,..,..
East Asia & Pacific,EAS,2023,YR2023,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,2021,YR2021,6.675506559,1.33899E+13,1.50721E+13,6.340355465,6290.618636,7080.902082
East Asia & Pacific (excluding high income),EAP,2022,YR2022,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,2023,YR2023,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,2021,YR2021,6.675506559,1.33735E+13,1.50536E+13,6.341057761,6361.233871,7160.38863
East Asia & Pacific (IDA & IBRD countries),TEA,2022,YR2022,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,2023,YR2023,..,..,..,..,..,..
Euro area,EMU,2021,YR2021,5.687342493,1.02019E+13,1.1958E+13,5.634902362,29392.34972,34451.57555
Euro area,EMU,2022,YR2022,..,..,..,..,..,..
Euro area,EMU,2023,YR2023,..,..,..,..,..,..
Europe & Central Asia,ECS,2021,YR2021,5.102184436,1.79616E+13,2.02882E+13,5.103627059,19416.39784,21931.44473
Europe & Central Asia,ECS,2022,YR2022,..,..,..,..,..,..
Europe & Central Asia,ECS,2023,YR2023,..,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,2021,YR2021,..,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,2022,YR2022,..,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,2023,YR2023,..,..,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,2021,YR2021,0.731312421,3.26525E+12,3.55573E+12,0.757835922,7040.355606,7666.670657
Europe & Central Asia (IDA & IBRD countries),TEC,2022,YR2022,..,..,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,2023,YR2023,..,..,..,..,..,..
European Union,EUU,2021,YR2021,5.569775494,1.19963E+13,1.40672E+13,5.827314082,26863.52673,31500.96096
European Union,EUU,2022,YR2022,..,..,..,..,..,..
European Union,EUU,2023,YR2023,..,..,..,..,..,..
Fragile and conflict affected situations,FCS,2021,YR2021,..,..,1.44343E+12,..,..,1416.945612
Fragile and conflict affected situations,FCS,2022,YR2022,..,..,..,..,..,..
Fragile and conflict affected situations,FCS,2023,YR2023,..,..,..,..,..,..
Heavily indebted poor countries (HIPC),HPC,2021,YR2021,1.94980284,7.52227E+11,7.18282E+11,-0.764401803,863.7056463,824.7299645
Heavily indebted poor countries (HIPC),HPC,2022,YR2022,..,..,..,..,..,..
Heavily indebted poor countries (HIPC),HPC,2023,YR2023,..,..,..,..,..,..
High income,HIC,2021,YR2021,4.797524638,4.44642E+13,5.02442E+13,4.980123552,32055.34215,36222.24499
High income,HIC,2022,YR2022,..,..,..,..,..,..
High income,HIC,2023,YR2023,..,..,..,..,..,..
IBRD only,IBD,2021,YR2021,6.002295716,2.46995E+13,2.67593E+13,5.429025251,5034.655917,5454.51708
IBRD only,IBD,2022,YR2022,..,..,..,..,..,..
IBRD only,IBD,2023,YR2023,..,..,..,..,..,..
IDA & IBRD total,IBT,2021,YR2021,5.955436031,2.71862E+13,2.90586E+13,4.920066465,4037.546329,4315.637109
IDA & IBRD total,IBT,2022,YR2022,..,..,..,..,..,..
IDA & IBRD total,IBT,2023,YR2023,..,..,..,..,..,..
IDA blend,IDB,2021,YR2021,..,..,9.366E+11,..,..,1536.526373
IDA blend,IDB,2022,YR2022,..,..,..,..,..,..
IDA blend,IDB,2023,YR2023,..,..,..,..,..,..
IDA only,IDX,2021,YR2021,3.679657764,1.34687E+12,1.36829E+12,1.361267358,1105.912148,1123.503037
IDA only,IDX,2022,YR2022,..,..,..,..,..,..
IDA only,IDX,2023,YR2023,..,..,..,..,..,..
IDA total,IDA,2021,YR2021,..,..,2.30077E+12,..,..,1259.014575
IDA total,IDA,2022,YR2022,..,..,..,..,..,..
IDA total,IDA,2023,YR2023,..,..,..,..,..,..
Late-demographic dividend,LTE,2021,YR2021,5.606300394,1.75778E+13,1.95068E+13,5.443328192,7575.429406,8406.774807
Late-demographic dividend,LTE,2022,YR2022,..,..,..,..,..,..
Late-demographic dividend,LTE,2023,YR2023,..,..,..,..,..,..
Latin America & Caribbean,LCN,2021,YR2021,3.923188796,4.31725E+12,4.16497E+12,3.325028793,6649.751849,6415.208424
Latin America & Caribbean,LCN,2022,YR2022,..,..,..,..,..,..
Latin America & Caribbean,LCN,2023,YR2023,..,..,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,2021,YR2021,3.843788917,3.70528E+12,3.54545E+12,3.168228126,6312.83859,6040.530574
Latin America & Caribbean (excluding high income),LAC,2022,YR2022,..,..,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,2023,YR2023,..,..,..,..,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,2021,YR2021,3.903305657,4.16582E+12,4.00813E+12,3.278506701,6572.112144,6323.349159
Latin America & the Caribbean (IDA & IBRD countries),TLA,2022,YR2022,..,..,..,..,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,2023,YR2023,..,..,..,..,..,..
Least developed countries: UN classification,LDC,2021,YR2021,3.842374388,1.13425E+12,1.12108E+12,1.451368567,1022.602395,1010.734246
Least developed countries: UN classification,LDC,2022,YR2022,..,..,..,..,..,..
Least developed countries: UN classification,LDC,2023,YR2023,..,..,..,..,..,..
Low & middle income,LMY,2021,YR2021,6.443993252,2.48639E+13,2.63147E+13,5.336845171,3821.784957,4044.784155
Low & middle income,LMY,2022,YR2022,..,..,..,..,..,..
Low & middle income,LMY,2023,YR2023,..,..,..,..,..,..
Low income,LIC,2021,YR2021,..,..,3.83358E+11,..,..,549.0542729
Low income,LIC,2022,YR2022,..,..,..,..,..,..
Low income,LIC,2023,YR2023,..,..,..,..,..,..
Lower middle income,LMC,2021,YR2021,6.567144064,5.71728E+12,5.92967E+12,5.227458038,1903.119686,1973.817295
Lower middle income,LMC,2022,YR2022,..,..,..,..,..,..
