Country Name,Country Code,Time,Time Code,Adjusted Net National Income(Yrly % Growth),Adjusted Net Natiobnal Income (Constant),Adjusted Net National Income (Current),Current Account Balance (% GDP),Current Account Balance (BoP Current $),Exports Goods and Services (% GDP),Exports Goods and Services (Yrly % growth),Exports of Goods and Services (Current $),External Balance on Goods and Services (Constant LCU),"Foreign Direct Investment, Net (Current $)","Foreign Direct Investment, Net Inflows (% of GDP)","Foreign Direct Investment, Net Inflows (Current $)","Foreign Direct Investment, Net Outflows (% of GDP)","Foreign Direct Investment, Net Outflows (Current $)",GDP (Constant 2015 $),GDP (Constant LCU),GDP (Current LCU),GDP (Current $),GDP Growth (Yrly %),GDP per capita (Constant 2015 $),GDP per capita (Constant LCU),GDP per capita (Current LCU),GDP per Capita (Current $),GDP per Capita Growth (Yrly %),"GDP per capita, PPP (Constant 2021 International $)","GDP per capita, PPP (Current International $)","GDP, PPP (Constant 2021 International $)","GDP, PPP (Current International $)",GDP: Linked Series (Current LCU),General Government Final Consumption Expenditure (% of GDP),General Government Final Consumption Expenditure (Annual % Growth),General Government Final Consumption Expenditure (Current $),Goods Exports (Current $),Goods Imports (Current $),"Grants, Excluding Technical Cooperation (Current $)",Gross Domestic Savings (% GDP),Gross Domestic Savings (Current LCU),Gross National Expenditure (% of GDP),Gross National Expenditure Deflator (Base Yr Varies by Country),Gross Value Added at Basic Prices (GVA) (Constant 2015 $),Households and NPISHs Final Consumption Expenditure (% of GDP),Households and NPISHs Final Consumption Expenditure (Annual % Growth),Households and NPISHs Final Consumption Expenditure (Current LCU),Imports Goods and Services (% GDP),Imports Goods and Services (Yrly % Growth),Imports of Goods and Services (Current $),Multilateral Debt Service (% of Public and Publicly Guaranteed Debt Service),"Net Financial Flows, IBRD (NFL, Current $)","Net Financial Flows, IDA (NFL, Current $)","Net Financial Flows, IMF Concessional (NFL, Current $)","Net Financial Flows, IMF Nonconcessional (NFL, Current $)","Net Financial Flows, Multilateral (NFL, Current $)",Net ODA Received (% of Central Government Expense),Net ODA Received (% of GNI),Net Official Aid Received (Current $),Net Dvlpmt Assistance and Aid Received (Constant 2021 $),Net Trade in Goods (Current $),Net Trade in Goods and Services (Current $),"Portfolio Investment, Bonds (PPG + PNG) (NFL, Current $)",Net Portfolio Investment (Current $),Service Exports (Current $),Service Imports (Current $),Taxes Less Subsidies on Products (Constant LCU),Travel Services (% of Service Exports)
Denmark,DNK,2021.0,YR2021,6.638807765,3.00526E+11,3.44355E+11,8.659144724,35362059761,58.82542378,8.814529551,2.4023E+11,1.06569E+11,19477235886,4.162143452,16997286703,8.931554665,36474522589,3.50256E+11,2.35649E+12,2.56752E+12,4.08378E+11,7.38206629,59803.92021,402355.2033,438387.7416,69727.98737,6.917663976,69652.23301,69652.23301,4.07935E+11,4.07935E+11,2.56752E+12,23.84555019,4.613469263,97380029748,1.41044E+11,1.27471E+11,..,29.83880628,7.66117E+11,93.76319589,107.0769057,3.00887E+11,45.01941407,5.472057016,1.15588E+12,52.5886199,9.492921536,2.1476E+11,..,..,..,..,..,..,..,..,..,..,13572681019,25468002370,..,12208641718,98912146525,87016987335,3.32965E+11,4.475449398
Denmark,DNK,2022.0,YR2022,..,..,..,11.56562237,46487507458,70.54846983,7.190303422,2.83566E+11,1.4929E+11,1557800461,7.667933511,30820919526,8.055498533,32378719987,3.5565E+11,2.39278E+12,2.84423E+12,4.01946E+11,1.540173107,60248.67123,405347.4467,481824.5146,68091.31911,0.743682051,70170.22416,77335.29961,4.14217E+11,4.56513E+11,2.84423E+12,21.68108442,-2.796910583,87146159662,1.49234E+11,1.38236E+11,..,34.24770657,9.74083E+11,90.44621145,114.8965291,3.08071E+11,43.05556267,-1.429837538,1.2246E+12,60.99468131,4.380797648,2.45165E+11,..,..,..,..,..,..,..,..,..,..,10998063782,38300184036,..,4632351804,1.34136E+11,1.06834E+11,3.1889E+11,6.25808123
Denmark,DNK,2023.0,YR2023,..,..,..,9.84084616,40061289607,67.95964338,10.44721597,2.76658E+11,2.52178E+11,6247097183,1.124285847,4576876843,2.65885258,10823974026,3.64524E+11,2.45249E+12,2.80474E+12,4.07092E+11,2.495184331,61295.98186,412393.6551,471626.8529,68453.87693,1.738313245,71390.00246,73546.88883,4.24553E+11,4.3738E+11,2.80474E+12,22.48152477,0.049948025,91520470898,1.60577E+11,1.30364E+11,..,30.97723618,8.68832E+11,91.84928068,118.3135889,3.17229E+11,45.46589357,1.043263675,1.2752E+12,59.8089241,3.745380291,2.43477E+11,..,..,..,..,..,..,..,..,..,..,30213018757,33168536666,..,20565328154,1.1607E+11,1.13114E+11,3.15504E+11,8.425971592
Dominican Republic,DOM,2021.0,YR2021,4.892545071,73471431359,81914377873,-2.849323412,-2685300000,21.75270208,36.16739065,20500491675,..,-3196800000,3.554306273,3349700000,0.162239433,152900000,93508047621,2.75077E+12,5.39271E+12,94243425938,12.27199023,8406.369342,247294.0689,484804.7591,8472.47982,11.10949042,21912.25896,21912.25896,2.4374E+11,2.4374E+11,5.39271E+12,11.46511231,0.061480955,10805114631,12486400000,24282000000,126520000,22.12262969,1.19301E+12,109.2294629,215.2174969,85519207124,66.41225799,6.598751407,3.58142E+12,30.98216499,25.66562158,29198653714,16.48998436,2293000,-390000,..,0,-120156000,2.672172534,0.500843694,..,448420013.4,-11795600000,-8089100000,3009657000,-2061000000,8114300000,4407800000,2.81265E+11,70.21061583
Dominican Republic,DOM,2022.0,YR2022,..,..,..,-5.768056901,-6548900000,22.06273154,13.69534952,25049444740,..,-4098800000,3.567107522,4050000000,-0.042981444,-48800000,98050971574,2.88441E+12,6.26056E+12,1.13537E+11,4.858324036,8730.59335,256831.917,557449.2298,10109.5234,3.856885117,22757.38962,24379.87335,2.55582E+11,2.73804E+11,6.26056E+12,11.34424686,3.874185361,12879959321,13750200000,30912600000,105080000,23.17034436,1.45059E+12,110.1060625,240.3332242,89558817100,65.48540878,5.113289859,4.09976E+12,32.16879402,14.39488247,36523602102,14.26592712,-9904000,-390000,..,0,265175000,1.828390564,0.335999453,..,408880004.9,-17162400000,-11668900000,2740223000,-3257700000,11418600000,5925100000,3.01139E+11,73.52302384
Dominican Republic,DOM,2023.0,YR2023,..,..,..,-3.603545613,-4376300000,21.13875613,-0.498935333,25671810042,-2.74E+11,-4390200000,3.911670461,4750500000,0.296679269,360300000,1.00366E+11,2.9525E+12,6.82002E+12,1.21444E+11,2.360615687,8857.402787,260562.3291,601876.2477,10717.62767,1.452472152,23087.93436,25624.00977,2.61616E+11,2.90352E+11,6.82002E+12,11.29002941,2.30177214,13711094851,12931900000,28823100000,..,23.99930062,1.63676E+12,107.3378199,249.2916806,91583517727,64.71066997,2.52049721,4.41328E+12,28.47657606,0.294768631,34583172568,18.13697371,353764000,..,..,-159218756,1010480000,..,..,..,..,-15891200000,-8612500000,1632234000,-2412800000,12910800000,5632100000,3.11819E+11,75.52591629
El Salvador,SLV,2021.0,YR2021,7.505114733,20529673039,23213085150,-4.305530387,-1250461218,28.78149539,29.81123646,8359050000,..,-373371287.6,2.756049983,800443455,1.470475187,427072167.3,26571731219,26228759300,29043140000,29043140000,11.9047617,4247.547504,4192.722716,4642.607431,4642.607431,11.52715941,10809.7134,10809.7134,67623210510,67623210510,29043140000,19.34677173,9.001068376,5618910000,5247580779,13186033371,180740000,-0.927206907,-269290000,124.2821196,112.4189554,23813865356,81.58043517,9.550880629,23693520000,53.06358059,28.75181122,15411330000,45.75541818,-17243000,-360000,..,0,832019000,2.488243801,0.779524453,..,213240005.5,-7938452592,-7132043365,0,-302751969.9,3103810004,2297400776,2645523794,31.99422071
El Salvador,SLV,2022.0,YR2022,..,..,..,-6.821658785,-2182174971,31.66505778,9.137842024,10129310000,..,-141595476.6,0.032026181,10244829.51,-0.410612947,-131350647.1,27315620697,26963047100,31988920000,31988920000,2.799552169,4349.400197,4293.260756,5093.518339,5093.518339,2.397917696,11068.92143,11858.07806,69516357567,74472512970,31988920000,17.95190335,-1.200686106,5742620000,5841639356,15410361470,207420000,-1.615840735,-516890000,124.8246268,123.7204336,24627278449,83.66393739,2.519699051,26763190000,56.48968455,0.876205788,18070440000,31.58193042,111561000,-360000,..,0,249750000,8.109064334,2.359392633,..,730419982.9,-9568722114,-8020395515,-593524000,502846326.3,4322281858,2773955259,2586315242,43.12478137
El Salvador,SLV,2023.0,YR2023,..,..,..,-1.369042798,-465688395.8,31.12620026,5.163986124,10587770000,-4663866730,-730286689.5,1.87595294,638117023.6,-0.270962769,-92169665.85,28274665875,27909713500,34015620000,34015620000,3.510977066,4481.196641,4423.356051,5391.069262,5391.069262,3.030221132,11404.33423,12657.03406,71957060938,79861125890,34015620000,18.01166641,3.224206349,6126780000,5520612706,14385343894,..,0.608720347,207060000,118.670452,123.8302271,25467596204,81.37961325,3.411178168,27681780000,49.79668164,-1.418439716,16938650000,40.58479394,-3832000,-360000,..,-95784722.9,1072664000,..,..,..,..,-8864731188,-6403200723,-604130000,141131949.9,5108560272,2647029806,2698938524,53.92514682
Estonia,EST,2021.0,YR2021,8.830998775,22927249136,29895880046,-3.72846856,-1387160436,79.54619179,22.12518113,29594813079,-622383000,-1211996050,20.30639491,7554905496,17.04874377,6342910626,28417254674,25612370000,31456240000,37204563051,7.154447483,21351.39487,19243.93583,23634.74618,27953.76702,7.040927205,44211.55588,44211.55588,58842574493,58842574493,31456240000,19.81568681,3.806458895,7372339693,19390284928,21003764489,..,29.85537687,9391379000,100.6148065,122.3213726,24597137440,49.3492261,9.090459948,15523411000,80.84848984,22.72070189,30079327378,..,..,..,..,..,..,..,..,..,..,-1613478382,-529296352.6,..,2847255865,10134777958,9050594749,3452517000,6.173562098
Estonia,EST,2022.0,YR2022,..,..,..,-3.897998547,-1495897722,86.66383666,5.041793422,33258153974,-653821000,-164683262.7,4.893201225,1877817161,4.464070871,1713133899,28434426605,25627847000,36442805000,38376046175,0.060427832,21080.65197,18999.91622,27017.88574,28451.14778,-1.268033766,43650.93842,47761.86802,58878131785,64423118058,36442805000,19.29130867,0.050267605,7403241522,21611315363,24572327897,..,28.50738575,10388891000,100.4662704,141.3306239,24746427947,50.8319077,1.969076942,18524573000,87.90015752,5.042045983,33732605038,..,..,..,..,..,..,..,..,..,..,-2961014676,-476277970.7,..,-891593232.5,11566908181,9082173619,3322617000,10.88084999
Estonia,EST,2023.0,YR2023,..,..,..,-1.750173546,-722668450.6,77.857703,-8.97596429,32148415071,-1140110000,-3145151486,12.95869166,5350805152,5.341698109,2205653665,27574843698,24853108000,38187777000,41291245222,-3.023035841,20123.42219,18137.16845,27868.47198,30133.30445,-4.540797807,41668.83757,46669.28799,57098224759,63950271959,38187777000,20.64359756,0.858110467,8523998490,19473598686,21938665693,..,25.85581245,9873760000,101.8387035,152.3611392,23957038373,52.26855179,-1.250886089,19960198000,77.00154162,-6.704408885,31794895375,..,..,..,..,..,..,..,..,..,..,-2465067007,350690236.5,..,241789536.9,12673224151,9857466907,3263845000,11.7622729
Fiji,FJI,2021.0,YR2021,..,..,3467195322,-15.94824424,-686576959.1,27.25332839,..,1173264408,..,-377691869.4,9.521290332,409894560.5,0.748024493,32202691.02,4115996320,8420717509,8914140561,4305031631,-4.881036056,4489.960653,9185.793024,9724.046685,4696.171019,-5.062410501,10685.19698,10685.19698,9795237609,9795237609,8914140561,23.60717884,..,1016296516,887455616.5,1834149545,284480000,-5.487655436,-489177319.1,127.2185522,..,3314517331,81.8804766,..,7298940776,54.47188057,..,2345031688,83.76612073,32711000,155797000,..,..,194307000,40.95819508,15.02865153,..,609369995.1,-946693928.2,-1172500874,..,24027403.19,283764013.7,509570959.8,1673608599,12.23805855
Fiji,FJI,2022.0,YR2022,..,..,..,-17.41955369,-865665340.9,48.17411527,..,2394014374,..,-86910439.14,2.08434485,103581591.6,0.335469172,16671152.43,4930664223,10087407111,10939899925,4969503561,19.79272669,5362.786863,10971.46589,11898.67104,5405.030074,19.43950686,12762.34658,13672.23564,11733982218,12570554234,10939899925,20.50887553,..,1019189300,1047525536,2679559492,79930000,-2.893925449,-316592548,121.3691343,..,3843806564,82.38504992,..,9012842015,69.3324441,..,3445478278,34.63516369,62625000,87805000,..,0,382946000,..,7.610518159,..,384350006.1,-1632033956,-1057603378,..,24838115.06,1328652238,754221660.1,2262864674,51.6367579
Fiji,FJI,2023.0,YR2023,..,..,..,..,..,..,..,..,..,..,0.532449873,28976170,0.532449873,28976170,5301661741,10846412964,12245285027,5442046565,7.524290882,5736.828897,11736.70037,13250.39364,5888.736686,6.974769729,13652.49087,15152.13764,12616881173,14002772244,12245285027,..,..,..,..,..,..,..,..,..,..,4194130914,..,..,..,..,..,..,67.32748918,4444000,3806000,..,..,1564000,..,..,..,..,..,..,..,..,..,..,2308742097,..
Finland,FIN,2021.0,YR2021,3.841972129,2.12995E+11,2.46111E+11,0.326640932,961053435.7,39.92177325,6.040916261,1.17459E+11,-693000000,-3470347078,8.014062917,23579233205,6.833758101,20106502481,2.53879E+11,2.2882E+11,2.48764E+11,2.94223E+11,2.734713486,45818.07629,41295.66829,44895.00754,53099.13514,2.521976708,56739.1309,56739.1309,3.14392E+11,3.14392E+11,2.48764E+11,24.7953884,3.889253906,72953787806,82912145159,80329348505,..,24.84242093,61799000000,99.93447605,108.3937214,2.19566E+11,51.65578621,3.241361064,1.28501E+11,39.86750494,6.458157426,1.17299E+11,..,..,..,..,..,..,..,..,..,..,2582770606,108592733.4,..,23736645780,34268110193,36742314114,30923000000,4.636904382
Finland,FIN,2022.0,YR2022,..,..,..,-2.255425379,-6320638268,46.09580496,4.220411607,1.2918E+11,-4475000000,8945607711,4.672985506,13095645413,7.865092031,22041253123,2.5756E+11,2.32138E+11,2.66124E+11,2.80242E+11,1.450048073,46356.22564,41780.70037,47897.57431,50438.4754,1.174535011,57405.55186,61293.04718,3.18951E+11,3.40551E+11,2.66124E+11,24.15002029,-1.029460851,67678382924,92831015989,93067633888,..,25.21944657,67115000000,102.3331229,115.3821385,2.24137E+11,52.21663585,1.843417017,1.38961E+11,48.03625378,8.354355082,1.34618E+11,..,..,..,..,..,..,..,..,..,..,-235553246.6,-5573774399,..,-8417945250,36025933016,41363089517,30113000000,9.451893169
Finland,FIN,2023.0,YR2023,..,..,..,-0.424831499,-1255514476,42.81538124,0.155504431,1.26533E+11,2167000000,-985409102.3,-0.088016243,-260116463.7,-0.421819825,-1246614004,2.54562E+11,2.29436E+11,2.7332E+11,2.95532E+11,-1.163962815,45588.51306,41088.76377,48947.77155,52925.68976,-1.656115361,56454.84969,61574.8682,3.15239E+11,3.43829E+11,2.7332E+11,25.57551588,4.458881375,75583920865,90617951561,80428318516,..,22.52414752,61563000000,100.2897702,120.8249767,2.22938E+11,53.29284355,0.418827769,1.4566E+11,42.51829358,-6.604109269,1.25655E+11,..,..,..,..,..,..,..,..,..,..,10190721724,870993170.8,..,1716966779,35898879770,45217519644,28512000000,11.32392083
France,FRA,2021.0,YR2021,9.06323794,2.14938E+12,2.47271E+12,0.244238512,7245173502,31.28804993,11.3257254,9.28139E+11,-26866096000,20202234021,3.304053122,98012545019,3.985080784,1.18215E+11,2.58012E+12,2.32545E+12,2.5081E+12,2.96643E+12,6.882337866,38030.85717,34277.07555,36969.31573,43725.09995,6.50155223,52469.85551,52469.85551,3.5597E+12,3.5597E+12,2.5081E+12,24.35159842,6.583914484,7.22374E+11,6.1101E+11,6.88159E+11,..,22.23510181,5.57679E+11,101.2123828,107.9201472,2.28809E+12,52.44961499,5.13699742,1.31549E+12,32.5004327,8.263653987,9.64104E+11,..,..,..,..,..,..,..,..,..,..,-77149309727,-30254890619,..,18299153840,3.15753E+11,2.68858E+11,2.63215E+11,12.85239464
France,FRA,2022.0,YR2022,..,..,..,-1.182590803,-33068812755,36.50366889,8.226257288,1.02075E+12,-33487127000,-21135660318,3.918564455,1.09575E+11,3.162721247,88439244147,2.64645E+12,2.38524E+12,2.65544E+12,2.7963E+12,2.570840474,38881.22307,35043.50728,39013.21406,41082.81193,2.235989288,53643.07585,56133.79787,3.65122E+12,3.82075E+12,2.65544E+12,23.86136358,2.503358978,6.67236E+11,6.61162E+11,8.00674E+11,..,21.40631949,5.68431E+11,102.7828058,112.8406575,2.35299E+12,53.06362234,2.297099559,1.40907E+12,39.28647472,8.807688578,1.09857E+12,..,..,..,..,..,..,..,..,..,..,-1.40E+11,-71200178874,..,-83395519222,3.60127E+11,2.91816E+11,2.64739E+11,16.43451904
France,FRA,2023.0,YR2023,..,..,..,-0.993970971,-30334320293,34.28003058,2.080964949,1.04617E+12,-19726854000,30513104656,0.288462114,8803377982,1.28828431,39316267826,2.67123E+12,2.40757E+12,2.82245E+12,3.05183E+12,0.936487503,39117.4845,35256.44887,41331.94417,44690.93454,0.607649186,53969.03757,58167.14445,3.68541E+12,3.97209E+12,2.82245E+12,23.12356061,0.469470434,7.05692E+11,6.7967E+11,7.62008E+11,..,21.15387082,5.97058E+11,101.9994936,118.6467873,2.38671E+12,53.35671298,0.554036298,1.50597E+12,36.27952421,0.32955433,1.10719E+12,..,..,..,..,..,..,..,..,..,..,-82338005121,-43852141214,..,-1.49E+11,3.69985E+11,3.31499E+11,2.56252E+11,19.27970074
Georgia,GEO,2021.0,YR2021,7.118551616,15509696821,15149562721,-10.30459947,-1942738048,42.67436121,23.5410226,8045446645,-7804699700,-923928972.8,6.742951464,1271256434,1.8422815,347327460.7,19192793472,51558000000,60724000000,18853115589,10.64423366,5175.198652,13902.2437,16373.78964,5083.606955,11.06507801,18915.6534,18915.6534,70150781358,70150781358,60724000000,14.12665948,7.094267158,2663315440,5539339212,9328889398,274720000,4.426434359,2687908000,116.2524158,118.9289003,17818685532,81.44690633,12.26415525,49457819400,58.92654634,8.794621185,11109489894,22.08911632,103770000,-64503000,..,107554715.2,807867000,14.99704496,4.350916436,..,769179992.7,-3789550186,-3064983355,383147000,311114006.9,2546836977,1822270146,5255710000,48.88187694
Georgia,GEO,2022.0,YR2022,..,..,..,-4.420876101,-1104536838,52.47887922,37.42074077,13111621768,-4860234300,-1921737516,9.153285756,2286908992,1.461588057,365171475.9,21296041913,57208000000,72860000000,24984568960,10.95853214,5736.304496,15409.55399,19625.57865,6729.846599,10.84220881,20966.52804,22461.33264,77838277278,83387742354,72860000000,12.52938293,-0.811756416,3130412317,7536250086,12636269256,229300000,14.32890255,10440038400,109.7377602,129.9960776,19556123367,73.14171466,-2.82732797,53291053300,62.21655847,16.94040492,15544538955,58.80791261,112858000,-88840000,..,-16728163.2,455730000,6.03361139,1.617034677,..,400000000,-5100019169,-2425614321,-566960000,1607875824,5703281131,3028876283,6256670000,61.65984803
Georgia,GEO,2023.0,YR2023,..,..,..,-5.551014744,-1708482080,49.26705982,9.491864124,15163333683,-5480481784,-1613172979,6.776656145,2085707951,1.535309399,472534971.9,22963990767,61688645671,80882761660,30777833585,7.832201215,6180.620599,16603.12957,21769.11095,8283.669602,7.745685467,22590.52935,25071.96771,83934727777,93154469821,80882761660,12.14854588,7.498662486,3739059235,8119084894,14196889585,..,16.38173498,13249999663,108.6170595,132.1094569,21190970894,71.46971913,4.656890601,57806682585,57.88411935,9.966413812,17815477926,65.99416681,204665000,-110454000,..,-30016104,447578000,..,..,..,..,-6077804691,-2642956941,-748702000,731293336.1,7053761653,3618913903,6525348162,58.48409893
Germany,DEU,2021.0,YR2021,2.539605042,2.99503E+12,3.57597E+12,6.931967651,3.01423E+11,42.65758365,9.979999761,1.85488E+12,1.75724E+11,96711985272,2.349165282,1.02149E+11,4.573353851,1.98863E+11,3.65221E+12,3.29172E+12,3.67646E+12,4.3483E+12,3.669999862,43898.77132,39565.80558,44190.30426,52265.65416,3.626128687,62474.364,62474.364,5.19762E+12,5.19762E+12,3.67646E+12,21.67421922,3.124450737,9.4246E+11,1.44903E+12,1.22606E+12,..,27.61993875,1.01544E+12,94.84145074,112.0046893,3.2536E+12,48.56546787,1.497273057,1.78549E+12,37.4990344,8.980000075,1.63057E+12,..,..,..,..,..,..,..,..,..,..,2.22971E+11,2.25272E+11,..,2.31226E+11,4.07743E+11,4.05443E+11,3.58734E+11,5.429221444
Germany,DEU,2022.0,YR2022,..,..,..,4.437915484,1.84777E+11,45.78051772,3.055101143,1.90612E+12,1.30883E+11,1.17097E+11,1.506606153,62728998896,4.319008164,1.79826E+11,3.70223E+12,3.33681E+12,3.95385E+12,4.1636E+12,1.369731055,44180.42984,39819.6634,47183.11544,49686.11546,0.641609124,62875.20522,67533.05286,5.26882E+12,5.65913E+12,3.95385E+12,21.52132731,1.565957847,8.96061E+11,1.47182E+12,1.32955E+12,..,25.5179635,1.00894E+12,97.50309192,120.3771064,3.31002E+12,50.05999216,3.917546101,1.9793E+12,43.28360965,6.992108481,1.80215E+12,..,..,..,..,..,..,..,..,..,..,1.42277E+11,1.05645E+11,..,14068276459,4.32467E+11,4.69098E+11,3.5254E+11,7.297361276
Germany,DEU,2023.0,YR2023,..,..,..,5.936535577,2.6867E+11,43.40234856,-0.299982371,1.96426E+12,1.3494E+11,72407214132,0.431214647,19515498092,2.031149245,91923800663,3.69237E+12,3.32792E+12,4.18555E+12,4.5257E+12,-0.26643841,44336.77752,39960.579,50258.76561,54343.22651,0.353884463,63097.7108,69027.09457,5.25478E+12,5.74858E+12,4.18555E+12,21.22872741,-1.491537848,9.60749E+11,1.51722E+12,1.26737E+12,..,25.67813071,1.07477E+12,95.99440934,125.9627584,3.32068E+12,49.92660463,-0.723888823,2.0897E+12,39.39675789,-0.626071743,1.78298E+12,..,..,..,..,..,..,..,..,..,..,2.49854E+11,1.7988E+11,..,-5745995401,4.42827E+11,5.12802E+11,3.32768E+11,8.44584555
Greece,GRC,2021.0,YR2021,8.421696222,1.66069E+11,1.82452E+11,-6.347952835,-13857822381,40.2604118,24.37178863,87890009619,-8767148000,-4904551441,2.809147544,6132475888,0.562484224,1227924447,2.03277E+11,1.83213E+11,1.84575E+11,2.18304E+11,8.654497853,19232.96838,17334.60561,17463.42796,20654.7002,9.984684951,33500.92264,33500.92264,3.54078E+11,3.54078E+11,1.84575E+11,21.49743856,1.806953853,46929725677,46237172636,77461478479,..,9.991127977,18441083000,107.4918386,103.0628911,1.78051E+11,67.07168162,5.780986849,1.23797E+11,47.75225094,17.37321784,1.04245E+11,..,..,..,..,..,..,..,..,..,..,-31224305844,-16011319346,..,26810124402,41283900756,26070914258,22657995000,29.91719022
Greece,GRC,2022.0,YR2022,..,..,..,-10.3357101,-22622860821,49.01988478,6.606967928,1.07295E+11,-12696976000,-5482368436,3.631199029,7947989003,1.12646847,2465620567,2.14953E+11,1.93736E+11,2.07854E+11,2.18881E+11,5.74364919,20595.49535,18562.6463,19915.35259,20971.83493,7.084330092,35874.23859,38936.33751,3.74415E+11,4.06374E+11,2.07854E+11,19.98568756,2.146757848,43744786145,56445089659,98034679483,..,10.34462982,21501746000,109.6394383,110.0063685,1.87479E+11,68.06529058,7.447983225,1.41477E+11,58.65932312,10.96439037,1.28394E+11,..,..,..,..,..,..,..,..,..,..,-41589589824,-21630962871,..,8352714048,49743642626,29785015673,24653303000,36.46879434
Greece,GRC,2023.0,YR2023,..,..,..,-6.163304182,-15007542956,43.70825883,1.867486556,1.06429E+11,-12090282000,-671368461.1,1.939260405,4722066764,1.663542518,4050698303,2.19966E+11,1.98254E+11,2.25197E+11,2.43498E+11,2.332123883,21139.19168,19052.67785,21641.91884,23400.72788,2.63987982,36821.27537,41075.53478,3.83147E+11,4.27415E+11,2.25197E+11,19.28684397,1.745972061,46963143609,54087129339,89800044200,..,11.99145995,27004395000,104.7397728,111.8513643,1.91607E+11,66.89966515,1.784214127,1.50656E+11,48.44803119,0.878547457,1.1797E+11,..,..,..,..,..,..,..,..,..,..,-35712914861,-12016810528,..,-2769750665,53130551976,29434447642,25469832000,42.10492038
Guatemala,GTM,2021.0,YR2021,3.686804515,64037903967,73724408676,2.186047171,1890468140,17.62490432,10.20789453,15241812035,..,-2985588770,4.193354944,3626364530,0.74096252,640775760,75116232449,5.46809E+11,6.68861E+11,86478835636,8.033267715,4268.29515,31071.05914,38006.3737,4913.947129,6.551839973,11828.33001,11828.33001,2.08163E+11,2.08163E+11,6.68861E+11,11.22933787,4.563506659,9711000638,12361461010,23289054410,450460000,2.78658042,18638346000,113.9980608,120.4628852,70374423974,85.98408173,8.545666023,5.75114E+11,31.62296511,19.45658786,27347172019,60.81230315,-69160000,..,..,..,-310017000,4.4656708,0.607702232,..,512549987.8,-10927593400,-12097077680,2000000000,-1628118960,2884551050,4054035330,35153747100,13.45837682
Guatemala,GTM,2022.0,YR2022,..,..,..,1.251830566,1197132140,18.94766368,7.519503553,18119750217,..,-718760810,1.516328424,1450072830,0.764726557,731312020,78271231310,5.69776E+11,7.40969E+11,95630524813,4.200155889,4385.464518,31923.99368,41515.78589,5358.089638,2.745109317,12153.0306,13019.47859,2.16906E+11,2.3237E+11,7.40969E+11,11.47554247,7.202959072,10974121491,14254220830,28553891180,390080000,0.045112422,334268900,116.5375107,131.3195686,73486184302,88.47934512,4.30855414,6.55604E+11,35.4851744,4.800853823,33934658511,32.45658869,425483000,..,..,0,244309000,3.270856355,0.467516029,..,437029998.8,-14299670350,-15798686090,1800000000,-317371680,3886306970,5385322710,35539344600,25.52243859
Guatemala,GTM,2023.0,YR2023,..,..,..,3.09422459,3231924100,16.56149354,-2.521523582,17298514875,..,-921240330,1.515704498,1583156540,0.633714577,661916210,81031694945,5.8987E+11,8.18054E+11,1.0445E+11,3.526792142,4470.754163,32544.85974,45134.41992,5762.821746,1.944825788,12389.38587,13750.28791,2.24556E+11,2.49222E+11,8.18054E+11,11.23045777,3.284190366,11730236785,13022851060,27381983410,..,1.374612192,11245070700,115.0654647,136.0930332,75757382379,87.39493004,4.410989439,7.14938E+11,31.62695829,5.90490003,33034424528,58.76798266,-53613000,..,..,..,-180594000,..,..,..,..,-14359132350,-15696173600,1565000000,-1696424020,4305432800,5642474050,38984088300,31.90126809
Honduras,HND,2021.0,YR2021,7.010037997,21748842010,24740496571,-5.463561649,-1537682902,39.36539836,23.1786708,11079128213,-40008000000,-512674750.2,2.843613297,800315953.2,1.022021798,287641203,24940257610,2.25982E+11,6.75933E+11,28144331507,12.56528438,2423.766349,21961.57447,65689.09424,2735.147515,10.70299037,6202.980788,6202.980788,63827909343,63827909343,6.75933E+11,15.67403086,12.62769629,4411351206,5213755773,12018881831,366160000,-0.41091369,-2777500000,124.6418467,316.7397083,22594757671,84.73688283,16.83194591,5.72764E+11,64.0072451,32.64854073,18014411249,60.65515255,..,1574000,..,124549784.8,175097000,..,2.395325915,..,617309997.6,-6805126058,-6816948631,300000000,115484183.4,2838427742,2850250315,20656300000,10.66228772
Honduras,HND,2022.0,YR2022,..,..,..,-6.697897989,-2104884222,42.43918179,6.59773249,13336955013,-45606400000,-737736078.8,2.41292398,758286498.8,0.065392963,20550420.04,25973672632,2.35346E+11,7.69494E+11,31426041807,4.14356194,2482.223849,22491.25372,73538.17975,3003.289968,2.411845511,6352.587102,6805.493583,66472658302,71211813749,7.69494E+11,14.27609386,-4.135303468,4486411226,6149924231,14320136299,293120000,-1.493903592,-11495500000,127.8201353,350.0841425,23542133586,87.21780973,5.736882958,6.71136E+11,70.25934312,8.509045338,22079730542,50.33403492,..,-47034000,..,0,559478000,..,2.712007503,..,817440002.4,-8170212068,-8539783830,-166666000,384987119.1,3253502239,3623074001,21410900000,16.58809203
